name;date;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
Yogyakarta;8/17/2020;33.1;22.9;26.7;36.2;22.9;27.8;22.0;77.6;0.6;100;12.5;rain;0;0;27.7;13.0;154.0;1011.3;29.9;8.1;227.3;19.6;8;;2020-08-17T05:46:33;2020-08-17T17:38:39;0.94;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;96633699999,remote
Yogyakarta;8/18/2020;33.1;21.8;26.6;38.2;21.8;28.1;21.9;77.5;0.5;100;20.8;rain;0;0;35.3;18.4;202.3;1010.6;26.4;8.4;238.6;20.7;8;;2020-08-18T05:46:09;2020-08-18T17:38:37;0.97;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;8/19/2020;32.1;21.4;26.0;35.9;21.4;26.9;21.2;77.2;0.0;0;0.0;;0;0;33.8;16.6;187.5;1010.3;31.8;7.5;235.2;20.3;8;;2020-08-19T05:45:44;2020-08-19T17:38:34;0.00;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;8/20/2020;32.1;22.0;26.5;35.0;22.0;27.3;20.9;73.5;0.0;0;0.0;;0;0;29.5;18.4;129.0;1011.0;37.8;7.0;231.1;20.0;9;;2020-08-20T05:45:19;2020-08-20T17:38:31;0.04;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;8/21/2020;33.7;21.2;27.3;36.2;21.2;27.8;19.5;65.6;0.0;0;0.0;;0;0;32.4;14.8;38.5;1011.9;8.5;8.0;272.3;23.4;9;;2020-08-21T05:44:53;2020-08-21T17:38:27;0.07;Clear;Clear conditions throughout the day.;clear-day;96633699999,remote
Yogyakarta;8/22/2020;33.1;22.3;26.5;37.1;22.3;27.8;22.1;78.8;0.5;100;16.7;rain;0;0;34.9;18.4;191.4;1013.2;23.3;6.6;252.3;21.7;8;;2020-08-22T05:44:27;2020-08-22T17:38:23;0.11;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;8/23/2020;35.1;22.2;26.7;38.4;22.2;28.0;21.7;77.1;0.2;100;8.3;rain;0;0;35.6;18.4;200.3;1012.0;40.7;7.9;269.5;23.3;9;;2020-08-23T05:44:00;2020-08-23T17:38:19;0.15;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;96633699999,remote
Yogyakarta;8/24/2020;33.8;21.0;26.2;34.3;21.0;26.5;20.3;74.8;0.0;0;0.0;;0;0;32.0;15.5;154.6;1012.5;48.9;7.0;253.5;22.0;9;;2020-08-24T05:43:32;2020-08-24T17:38:14;0.18;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;96633699999,remote
Yogyakarta;8/25/2020;34.1;20.3;26.3;37.4;20.3;27.5;21.6;78.5;0.0;0;0.0;;0;0;38.5;22.3;154.9;1013.0;22.5;8.6;273.2;23.6;10;;2020-08-25T05:43:04;2020-08-25T17:38:10;0.22;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;8/26/2020;34.1;21.5;26.1;36.6;21.5;27.0;20.7;74.9;0.0;0;0.0;;0;0;42.8;22.3;187.2;1012.6;34.2;8.5;240.6;20.9;8;;2020-08-26T05:42:36;2020-08-26T17:38:04;0.25;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;8/27/2020;33.1;19.2;25.2;35.4;19.2;25.9;19.9;74.5;0.0;0;0.0;;0;0;34.6;16.6;198.4;1011.1;32.4;7.6;271.5;23.5;10;;2020-08-27T05:42:07;2020-08-27T17:37:59;0.29;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;8/28/2020;32.1;20.8;25.7;34.7;20.8;26.4;20.8;76.7;0.4;100;16.7;rain;0;0;28.8;13.0;193.5;1010.9;29.7;7.3;220.7;19.0;8;;2020-08-28T05:41:38;2020-08-28T17:37:53;0.32;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;96633699999,remote
Yogyakarta;8/29/2020;34.1;21.9;26.5;39.5;21.9;28.1;22.1;78.6;0.4;100;4.2;rain;0;0;36.7;18.4;190.1;1010.1;32.5;8.1;234.0;20.3;8;;2020-08-29T05:41:08;2020-08-29T17:37:47;0.36;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;96633699999,remote
Yogyakarta;8/30/2020;34.1;20.4;25.7;38.4;20.4;26.4;20.5;76.2;0.0;0;0.0;;0;0;40.0;18.4;168.6;1010.2;49.2;7.4;256.3;22.1;10;;2020-08-30T05:40:38;2020-08-30T17:37:40;0.39;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;8/31/2020;33.1;20.4;25.6;39.4;20.4;27.1;21.7;80.7;0.0;0;0.0;;0;0;38.5;18.4;188.7;1010.4;57.8;8.2;236.2;20.4;8;;2020-08-31T05:40:07;2020-08-31T17:37:34;0.43;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;96633699999,remote
Yogyakarta;9/1/2020;34.1;22.0;25.9;37.4;22.0;26.9;21.6;79.3;0.3;100;12.5;rain;0;0;36.7;22.3;201.9;1011.0;57.3;8.3;230.2;20.0;8;;2020-09-01T05:39:36;2020-09-01T17:37:27;0.46;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;96633699999,remote
Yogyakarta;9/2/2020;32.1;22.1;25.8;36.9;22.1;27.0;21.7;79.0;1.4;100;41.7;rain;0;0;34.9;22.3;198.6;1011.3;71.8;7.6;175.9;15.2;6;;2020-09-02T05:39:05;2020-09-02T17:37:20;0.50;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;9/3/2020;34.1;22.3;26.8;39.5;22.3;28.1;22.2;77.8;8.9;100;41.7;rain;0;0;35.6;22.3;176.6;1011.5;63.3;9.0;232.7;19.9;8;;2020-09-03T05:38:34;2020-09-03T17:37:12;0.53;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;9/4/2020;34.1;23.3;27.1;40.7;23.3;29.1;23.3;81.9;1.4;100;25.0;rain;0;0;28.4;14.8;185.6;1011.0;51.4;7.9;234.3;20.2;8;;2020-09-04T05:38:02;2020-09-04T17:37:05;0.57;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;9/5/2020;33.1;22.7;26.1;37.1;22.7;27.0;21.7;78.9;0.1;100;4.2;rain;0;0;31.3;22.3;209.4;1010.7;37.0;7.9;275.3;23.8;10;;2020-09-05T05:37:30;2020-09-05T17:36:57;0.60;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.;rain;96633699999,remote
Yogyakarta;9/6/2020;33.1;21.5;25.4;36.2;21.5;26.2;21.1;79.2;0.1;100;4.2;rain;0;0;30.2;18.4;201.9;1011.1;67.4;8.4;235.0;20.2;8;;2020-09-06T05:36:57;2020-09-06T17:36:49;0.63;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;96633699999,remote
Yogyakarta;9/7/2020;33.1;22.3;26.7;37.1;22.3;28.1;22.0;77.6;1.3;100;33.3;rain;0;0;33.8;18.4;203.6;1011.5;52.6;7.9;225.7;19.6;8;;2020-09-07T05:36:24;2020-09-07T17:36:41;0.66;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;9/8/2020;34.1;21.3;26.1;38.0;21.3;27.4;22.0;80.2;0.0;0;0.0;;0;0;35.6;17.3;176.5;1012.6;41.0;8.0;247.3;21.4;8;;2020-09-08T05:35:52;2020-09-08T17:36:33;0.70;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;9/9/2020;31.9;21.8;26.1;34.6;21.8;27.0;21.8;79.4;0.0;0;0.0;;0;0;28.4;14.0;168.3;1011.1;38.4;;251.4;21.6;9;;2020-09-09T05:35:18;2020-09-09T17:36:24;0.73;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;remote
Yogyakarta;9/10/2020;29.3;22.1;25.0;32.0;22.1;25.8;21.6;82.5;1.2;100;25.0;rain;0;0;35.6;16.2;177.2;1010.2;68.7;;226.0;19.3;8;;2020-09-10T05:34:45;2020-09-10T17:36:16;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;remote
Yogyakarta;9/11/2020;31.1;20.8;25.1;34.7;20.8;25.9;20.7;78.4;0.0;0;0.0;;0;0;35.6;18.4;184.3;1011.5;73.8;7.0;226.5;19.5;7;;2020-09-11T05:34:12;2020-09-11T17:36:07;0.79;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;9/12/2020;34.1;21.5;26.6;38.2;21.5;27.9;21.4;76.1;0.2;100;8.3;rain;0;0;34.2;18.4;219.0;1012.4;48.3;8.2;238.8;20.7;10;;2020-09-12T05:33:38;2020-09-12T17:35:59;0.83;Rain, Partially cloudy;Partly cloudy throughout the day with early morning rain.;rain;96633699999,remote
Yogyakarta;9/13/2020;29.2;22.2;24.8;31.1;22.2;25.3;21.1;81.0;0.7;100;29.2;rain;0;0;34.9;15.5;188.6;1013.1;77.8;7.0;205.3;17.7;8;;2020-09-13T05:33:04;2020-09-13T17:35:50;0.86;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;9/14/2020;33.1;21.4;26.0;36.9;21.4;27.1;21.3;78.1;0.1;100;4.2;rain;0;0;33.5;18.4;223.5;1011.9;44.3;8.6;265.4;23.0;9;;2020-09-14T05:32:30;2020-09-14T17:35:41;0.89;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;96633699999,remote
Yogyakarta;9/15/2020;34.1;21.6;26.0;37.4;21.6;26.8;20.9;76.8;0.0;0;0.0;;0;0;32.0;18.4;216.6;1012.3;36.3;8.4;300.5;26.0;10;;2020-09-15T05:31:56;2020-09-15T17:35:33;0.93;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;9/16/2020;33.1;20.6;26.1;36.2;20.6;27.0;20.6;74.8;0.0;0;0.0;;0;0;33.8;22.3;233.9;1012.3;55.9;8.4;267.7;23.0;9;;2020-09-16T05:31:22;2020-09-16T17:35:24;0.96;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;9/17/2020;34.1;20.3;26.1;56.5;20.3;27.7;21.4;77.8;0.2;100;8.3;rain;0;0;32.0;13.3;196.5;1011.2;55.1;7.0;258.0;22.1;9;;2020-09-17T05:30:48;2020-09-17T17:35:15;0.00;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;9/18/2020;35.1;21.4;27.1;37.4;21.4;28.2;21.7;76.1;0.1;100;4.2;rain;0;0;36.0;18.4;81.6;1010.5;53.8;7.6;288.3;24.9;10;;2020-09-18T05:30:14;2020-09-18T17:35:06;0.03;Rain, Partially cloudy;Clearing in the afternoon with early morning rain.;rain;96633699999,remote
Yogyakarta;9/19/2020;35.1;22.4;28.1;39.6;22.4;29.8;22.0;73.1;0.0;0;0.0;;0;0;30.6;22.3;54.8;1010.2;41.5;7.4;289.7;24.9;10;;2020-09-19T05:29:40;2020-09-19T17:34:58;0.06;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;9/20/2020;32.2;24.0;26.7;33.8;24.0;27.4;22.7;81.4;0.0;0;0.0;;0;0;34.9;16.2;166.6;1011.3;43.9;;256.2;22.2;10;;2020-09-20T05:29:06;2020-09-20T17:34:49;0.10;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;remote
Yogyakarta;9/21/2020;30.9;23.0;25.9;34.2;23.0;26.9;22.0;80.0;1.2;100;37.5;rain;0;0;37.4;18.4;163.1;1011.8;42.6;;247.7;21.3;8;;2020-09-21T05:28:32;2020-09-21T17:34:41;0.13;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;remote
Yogyakarta;9/22/2020;30.9;23.1;25.4;36.1;23.1;26.6;22.6;85.8;5.6;100;41.7;rain;0;0;37.1;14.8;191.4;1012.5;80.7;;202.7;17.5;9;;2020-09-22T05:27:58;2020-09-22T17:34:32;0.16;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;remote
Yogyakarta;9/23/2020;34.1;22.6;27.5;42.1;22.6;29.7;22.9;78.7;1.6;100;25.0;rain;0;0;31.0;18.4;218.8;1011.6;60.2;8.0;202.6;17.6;7;;2020-09-23T05:27:24;2020-09-23T17:34:24;0.20;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;9/24/2020;34.1;23.5;27.2;42.1;23.5;28.8;22.9;79.5;0.9;100;33.3;rain;0;0;32.0;14.4;191.5;1012.6;53.1;8.6;260.3;22.5;9;;2020-09-24T05:26:50;2020-09-24T17:34:16;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;9/25/2020;35.1;23.0;26.9;43.5;23.0;28.7;22.8;79.6;0.4;100;4.2;rain;0;0;36.0;18.4;201.7;1012.2;62.9;7.9;262.5;22.6;9;;2020-09-25T05:26:17;2020-09-25T17:34:08;0.27;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;96633699999,remote
Yogyakarta;9/26/2020;35.1;22.8;27.1;42.0;22.8;28.8;22.7;78.9;2.8;100;33.3;rain;0;0;34.9;18.4;203.5;1011.3;56.5;8.7;260.8;22.6;10;;2020-09-26T05:25:43;2020-09-26T17:34:00;0.30;Rain, Partially cloudy;Becoming cloudy in the afternoon with rain.;rain;96633699999,remote
Yogyakarta;9/27/2020;34.1;23.1;26.9;39.5;23.1;28.6;22.4;77.7;0.1;100;4.2;rain;0;0;33.8;16.6;201.9;1012.0;55.4;8.4;265.0;23.0;9;;2020-09-27T05:25:10;2020-09-27T17:33:52;0.34;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;96633699999,remote
Yogyakarta;9/28/2020;34.1;22.5;27.1;39.5;22.5;28.9;22.3;76.4;1.2;100;25.0;rain;0;0;39.6;18.4;204.6;1012.2;51.9;8.3;228.8;19.6;9;;2020-09-28T05:24:37;2020-09-28T17:33:45;0.37;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;9/29/2020;33.1;22.4;26.3;38.2;22.4;27.7;22.0;78.6;2.1;100;50.0;rain;0;0;36.7;18.4;187.0;1011.7;54.3;8.0;243.6;21.0;9;;2020-09-29T05:24:04;2020-09-29T17:33:38;0.41;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;9/30/2020;34.1;22.2;26.8;42.1;22.2;28.7;22.6;79.4;0.9;100;33.3;rain;0;0;27.7;13.0;206.2;1010.0;39.0;8.6;248.4;21.5;8;;2020-09-30T05:23:31;2020-09-30T17:33:31;0.44;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;10/1/2020;35.1;23.3;27.9;42.0;23.3;30.2;23.1;77.8;0.6;100;8.3;rain;0;0;35.6;18.4;163.6;1009.6;41.3;8.3;276.7;23.9;10;;2020-10-01T05:22:59;2020-10-01T17:33:24;0.48;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;96633699999,remote
Yogyakarta;10/2/2020;35.1;22.6;27.4;43.5;22.6;29.5;23.3;80.6;2.0;100;37.5;rain;0;0;36.4;14.0;198.8;1010.3;47.3;7.6;263.1;22.8;9;;2020-10-02T05:22:27;2020-10-02T17:33:18;0.50;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/3/2020;30.5;21.9;25.5;33.1;21.9;26.4;22.1;82.7;2.2;100;50.0;rain;0;0;34.9;16.2;171.2;1012.3;61.3;;252.6;21.8;9;;2020-10-03T05:21:55;2020-10-03T17:33:12;0.54;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;remote
Yogyakarta;10/4/2020;30.1;22.4;25.8;35.2;22.4;27.2;22.4;82.2;3.2;100;83.3;rain;0;0;42.5;22.3;188.3;1012.0;62.4;7.5;234.6;20.2;8;;2020-10-04T05:21:23;2020-10-04T17:33:06;0.58;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/5/2020;31.1;22.2;25.5;36.7;22.2;26.8;21.9;81.2;2.7;100;87.5;rain;0;0;41.4;22.3;202.8;1011.5;58.2;7.9;225.3;19.3;8;;2020-10-05T05:20:52;2020-10-05T17:33:01;0.61;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/6/2020;32.1;21.8;25.0;39.3;21.8;26.0;21.5;82.5;2.1;100;75.0;rain;0;0;42.5;18.7;166.9;1011.5;75.0;9.0;241.7;20.8;9;;2020-10-06T05:20:22;2020-10-06T17:32:56;0.64;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/7/2020;32.1;21.5;25.2;36.9;21.5;26.1;21.2;79.7;0.9;100;25.0;rain;0;0;36.4;18.4;192.8;1010.5;63.4;7.3;226.7;19.5;8;;2020-10-07T05:19:51;2020-10-07T17:32:51;0.68;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/8/2020;33.1;21.7;25.7;39.4;21.7;27.2;22.2;81.8;1.8;100;33.3;rain;0;0;34.6;14.8;204.4;1010.1;64.9;7.3;236.6;20.4;9;;2020-10-08T05:19:21;2020-10-08T17:32:47;0.71;Rain, Partially cloudy;Becoming cloudy in the afternoon with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;10/9/2020;35.1;22.1;27.2;43.7;22.1;29.4;22.5;77.3;0.1;100;4.2;rain;0;0;25.9;11.2;186.5;1010.1;71.3;7.7;255.0;22.1;8;;2020-10-09T05:18:52;2020-10-09T17:32:43;0.75;Rain, Partially cloudy;Becoming cloudy in the afternoon with afternoon rain.;rain;96633699999,remote
Yogyakarta;10/10/2020;33.1;23.1;26.3;40.7;23.1;28.2;22.9;82.3;15.6;100;58.3;rain;0;0;33.1;22.3;223.5;1009.9;75.5;7.1;184.0;15.8;8;;2020-10-10T05:18:23;2020-10-10T17:32:39;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/11/2020;34.1;23.1;27.6;39.5;23.1;29.4;22.8;77.9;1.5;100;33.3;rain;0;0;38.9;18.4;65.2;1009.3;74.1;8.4;264.2;22.6;9;;2020-10-11T05:17:54;2020-10-11T17:32:36;0.81;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/12/2020;33.1;22.0;26.8;40.7;22.0;28.7;23.1;81.7;4.1;100;54.2;rain;0;0;31.0;18.4;195.8;1009.4;60.9;7.8;245.0;21.2;10;;2020-10-12T05:17:26;2020-10-12T17:32:34;0.85;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/13/2020;34.1;22.3;27.5;42.1;22.3;29.8;23.0;78.4;0.7;100;25.0;rain;0;0;30.2;16.6;205.1;1009.2;62.0;7.8;260.1;22.5;9;;2020-10-13T05:16:59;2020-10-13T17:32:32;0.88;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;10/14/2020;34.1;22.5;27.1;40.7;22.5;29.2;23.0;80.2;1.3;100;25.0;rain;0;0;30.6;18.4;218.5;1010.5;55.1;7.4;280.3;24.3;9;;2020-10-14T05:16:32;2020-10-14T17:32:30;0.91;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;10/15/2020;33.1;22.5;26.0;38.2;22.5;27.2;22.6;83.2;2.4;100;33.3;rain;0;0;28.8;22.3;209.5;1010.8;65.8;7.2;243.5;21.0;9;;2020-10-15T05:16:06;2020-10-15T17:32:29;0.95;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;10/16/2020;32.1;22.6;25.6;38.0;22.6;26.9;23.0;87.0;6.7;100;66.7;rain;0;0;34.6;22.3;208.9;1010.0;74.6;8.3;214.7;18.4;7;;2020-10-16T05:15:40;2020-10-16T17:32:29;0.98;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/17/2020;33.1;22.3;26.5;39.4;22.3;28.3;22.7;81.3;0.3;100;12.5;rain;0;0;31.7;18.4;214.4;1009.8;67.7;7.8;237.9;20.4;8;;2020-10-17T05:15:15;2020-10-17T17:32:29;0.00;Rain, Partially cloudy;Partly cloudy throughout the day with rain clearing later.;rain;96633699999,remote
Yogyakarta;10/18/2020;31.1;22.3;26.3;36.7;22.3;27.6;22.4;80.2;3.5;100;50.0;rain;0;0;26.3;22.3;198.5;1010.2;66.8;7.7;201.4;17.5;8;;2020-10-18T05:14:51;2020-10-18T17:32:30;0.05;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/19/2020;32.1;23.0;26.3;36.9;23.0;27.9;23.3;84.9;14.1;100;41.7;rain;0;0;25.6;22.3;188.1;1010.4;71.3;6.8;148.2;12.9;6;;2020-10-19T05:14:27;2020-10-19T17:32:31;0.08;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/20/2020;34.1;22.5;26.8;39.5;22.5;28.4;23.0;81.7;9.6;100;33.3;rain;0;0;29.9;18.4;47.0;1009.8;74.8;8.2;230.0;20.0;8;;2020-10-20T05:14:04;2020-10-20T17:32:33;0.11;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/21/2020;31.1;23.2;26.2;37.9;23.2;28.5;23.9;87.5;14.1;100;54.2;rain;0;0;24.1;13.0;125.1;1010.3;77.6;6.5;139.2;12.1;5;;2020-10-21T05:13:41;2020-10-21T17:32:35;0.15;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/22/2020;34.1;22.6;26.7;42.3;22.6;29.0;23.5;83.8;7.5;100;62.5;rain;0;0;27.0;13.0;289.0;1010.0;65.9;6.5;201.7;17.3;7;;2020-10-22T05:13:20;2020-10-22T17:32:38;0.18;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/23/2020;33.1;22.8;26.0;40.7;22.8;27.9;23.5;86.4;19.3;100;58.3;rain;0;0;24.1;14.8;236.2;1010.6;74.1;6.5;140.2;12.2;5;;2020-10-23T05:12:59;2020-10-23T17:32:42;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/24/2020;33.1;21.9;26.8;42.3;21.9;28.9;23.4;82.5;15.3;100;62.5;rain;0;0;29.9;14.8;234.9;1011.0;56.8;7.3;246.4;21.3;9;;2020-10-24T05:12:39;2020-10-24T17:32:46;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;10/25/2020;33.1;23.5;27.1;42.3;23.5;29.8;24.0;84.6;40.7;100;70.8;rain;0;0;26.3;18.4;223.9;1011.1;74.8;6.9;132.8;11.4;6;;2020-10-25T05:12:19;2020-10-25T17:32:51;0.28;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/26/2020;32.1;23.3;26.7;36.9;23.3;28.5;23.4;83.1;3.5;100;50.0;rain;0;0;32.4;14.8;215.9;1010.3;73.7;6.9;212.7;18.4;8;;2020-10-26T05:12:01;2020-10-26T17:32:56;0.32;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/27/2020;29.1;23.3;25.4;32.9;23.3;26.3;22.8;85.9;33.0;100;83.3;rain;0;0;28.4;14.8;233.3;1011.1;74.4;7.0;169.7;14.5;7;;2020-10-27T05:11:43;2020-10-27T17:33:03;0.35;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/28/2020;33.1;22.9;26.4;42.3;22.9;28.8;23.6;85.4;28.7;100;70.8;rain;0;0;29.2;13.0;216.6;1011.3;74.0;9.0;207.3;18.0;8;;2020-10-28T05:11:26;2020-10-28T17:33:10;0.38;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/29/2020;31.4;22.4;26.2;36.5;22.4;27.5;23.1;84.0;3.4;100;41.7;rain;0;0;29.2;10.1;162.4;1011.8;61.7;4.5;259.5;22.5;9;;2020-10-29T05:11:10;2020-10-29T17:33:17;0.42;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;10/30/2020;29.9;23.7;26.3;34.3;23.7;27.3;22.7;81.4;10.0;100;41.7;rain;0;0;30.2;10.1;48.7;1011.5;89.1;;249.3;21.5;8;;2020-10-30T05:10:55;2020-10-30T17:33:25;0.45;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;remote
Yogyakarta;10/31/2020;29.2;22.6;24.7;34.5;22.6;25.9;23.0;90.5;18.5;100;91.7;rain;0;0;21.2;9.4;136.1;1011.5;99.1;;115.2;9.9;6;;2020-10-31T05:10:41;2020-10-31T17:33:35;0.50;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;remote
Yogyakarta;11/1/2020;30.9;22.6;25.6;36.2;22.6;27.0;23.1;87.1;18.2;100;95.8;rain;0;0;24.1;11.5;357.2;1010.9;94.6;;154.3;13.2;6;;2020-11-01T05:10:27;2020-11-01T17:33:44;0.52;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;remote
Yogyakarta;11/2/2020;29.7;22.6;25.2;35.0;22.6;26.2;23.2;89.1;7.0;100;70.8;rain;0;0;32.0;13.3;245.7;1012.3;100.0;;198.8;17.3;8;;2020-11-02T05:10:15;2020-11-02T17:33:55;0.55;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;remote
Yogyakarta;11/3/2020;29.2;22.9;25.4;35.4;22.9;26.8;23.5;88.9;9.1;100;58.3;rain;0;0;27.4;10.4;247.6;1012.5;98.3;;163.8;14.1;7;;2020-11-03T05:10:03;2020-11-03T17:34:06;0.59;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;remote
Yogyakarta;11/4/2020;30.0;22.7;26.0;33.4;22.7;27.3;22.9;84.0;1.7;100;29.2;rain;0;0;21.6;7.2;182.0;1012.4;79.2;;247.4;21.4;8;;2020-11-04T05:09:53;2020-11-04T17:34:18;0.62;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;remote
